Date,Close
5/11/2018 16:00:00,72.79
5/14/2018 16:00:00,72.42
5/15/2018 16:00:00,72.09
5/16/2018 16:00:00,72.28
5/17/2018 16:00:00,72.5
5/18/2018 16:00:00,72.98
5/21/2018 16:00:00,73.25
5/22/2018 16:00:00,71.66
5/23/2018 16:00:00,71.87
5/24/2018 16:00:00,71.68
5/25/2018 16:00:00,71.77
5/29/2018 16:00:00,71.63
5/30/2018 16:00:00,72.75
5/31/2018 16:00:00,72.6
6/1/2018 16:00:00,73.33
6/4/2018 16:00:00,74.26
6/5/2018 16:00:00,74.68
6/6/2018 16:00:00,76.06
6/7/2018 16:00:00,75.07
6/8/2018 16:00:00,75.47
6/11/2018 16:00:00,75.13
6/12/2018 16:00:00,75.85
6/13/2018 16:00:00,75.85
6/14/2018 16:00:00,76.43
6/15/2018 16:00:00,76.49
6/18/2018 16:00:00,76.22
6/19/2018 16:00:00,76.16
6/20/2018 16:00:00,76.21
6/21/2018 16:00:00,75.78
6/22/2018 16:00:00,75.57
6/25/2018 16:00:00,74.38
6/26/2018 16:00:00,74.18
6/27/2018 16:00:00,73.26
6/28/2018 16:00:00,73.93
6/29/2018 16:00:00,74.09
7/2/2018 16:00:00,74.74
7/3/2018 13:00:00,74.42
7/5/2018 16:00:00,75.03
7/6/2018 16:00:00,75.49
7/9/2018 16:00:00,75.82
7/10/2018 16:00:00,75.96
7/11/2018 16:00:00,76.46
7/12/2018 16:00:00,77.55
7/13/2018 16:00:00,77.45
7/16/2018 16:00:00,76.87
7/17/2018 16:00:00,77.15
7/18/2018 16:00:00,77.24
7/19/2018 16:00:00,77.43
7/20/2018 16:00:00,77.35
7/23/2018 16:00:00,77.39
7/24/2018 16:00:00,77.18
7/25/2018 16:00:00,77.61
7/26/2018 16:00:00,77.22
7/27/2018 16:00:00,76.12
7/30/2018 16:00:00,74.46
7/31/2018 16:00:00,75.48
8/1/2018 16:00:00,74.74
8/2/2018 16:00:00,75.19
8/3/2018 16:00:00,76.25
8/6/2018 16:00:00,76.9
8/7/2018 16:00:00,77.05
8/8/2018 16:00:00,77.58
8/9/2018 16:00:00,78.64
8/10/2018 16:00:00,79.24
8/13/2018 16:00:00,79.27
8/14/2018 16:00:00,79.03
8/15/2018 16:00:00,78.69
8/16/2018 16:00:00,78.92
8/17/2018 16:00:00,79.44
8/20/2018 16:00:00,79.59
8/21/2018 16:00:00,79.44
8/22/2018 16:00:00,79.66
8/23/2018 16:00:00,79.65
8/24/2018 16:00:00,80.03
8/27/2018 16:00:00,79.71
8/28/2018 16:00:00,78.44
8/29/2018 16:00:00,79.64
8/30/2018 16:00:00,79.56
8/31/2018 16:00:00,80.07
9/4/2018 16:00:00,79.98
9/5/2018 16:00:00,79.71
9/6/2018 16:00:00,80.37
9/7/2018 16:00:00,79.92
9/10/2018 16:00:00,80.39
9/11/2018 16:00:00,80.79
9/12/2018 16:00:00,80.78
9/13/2018 16:00:00,81.09
9/14/2018 16:00:00,81.34
9/17/2018 16:00:00,80.08
9/18/2018 16:00:00,80.28
9/19/2018 16:00:00,79.42
9/20/2018 16:00:00,80.12
9/21/2018 16:00:00,81.44
9/24/2018 16:00:00,80.92
9/25/2018 16:00:00,81.68
9/26/2018 16:00:00,81.65
9/27/2018 16:00:00,81.63
9/28/2018 16:00:00,82.38
10/1/2018 16:00:00,81.53
10/2/2018 16:00:00,81.85
10/3/2018 16:00:00,81.68
10/4/2018 16:00:00,80.47
10/5/2018 16:00:00,81.06
10/8/2018 16:00:00,80.61
10/9/2018 16:00:00,80.76
10/10/2018 16:00:00,77.01
10/11/2018 16:00:00,75.9
10/12/2018 16:00:00,77.14
10/15/2018 16:00:00,76.75
10/16/2018 16:00:00,78.86
10/17/2018 16:00:00,79.06
10/18/2018 16:00:00,78.5
10/19/2018 16:00:00,78.53
10/22/2018 16:00:00,79.4
10/23/2018 16:00:00,79.36
10/24/2018 16:00:00,77.17
10/25/2018 16:00:00,78.89
10/26/2018 16:00:00,77.9
10/29/2018 16:00:00,77.18
10/30/2018 16:00:00,77.94
10/31/2018 16:00:00,79.3
11/1/2018 16:00:00,74.91
11/2/2018 16:00:00,74.99
11/5/2018 16:00:00,76.71
11/6/2018 16:00:00,77.51
11/7/2018 16:00:00,79.21
11/8/2018 16:00:00,79.8
11/9/2018 16:00:00,80.24
11/12/2018 16:00:00,78.59
11/13/2018 16:00:00,77.66
11/14/2018 16:00:00,77.75
11/15/2018 16:00:00,79.71
11/16/2018 16:00:00,80.28
11/19/2018 16:00:00,78.56
11/20/2018 16:00:00,76.08
11/21/2018 16:00:00,76.84
11/23/2018 13:00:00,76.87
11/26/2018 16:00:00,77.41
11/27/2018 16:00:00,77.17
11/28/2018 16:00:00,79.4
11/29/2018 16:00:00,78.44
11/30/2018 16:00:00,79.13
12/3/2018 16:00:00,79.67
12/4/2018 16:00:00,76.91
12/6/2018 16:00:00,76.07
12/7/2018 16:00:00,74.74
12/10/2018 16:00:00,76.14
12/11/2018 16:00:00,76.76
12/12/2018 16:00:00,77.64
12/13/2018 16:00:00,77.74
12/14/2018 16:00:00,76.28
12/17/2018 16:00:00,74.43
12/18/2018 16:00:00,73.01
12/19/2018 16:00:00,72.84
12/20/2018 16:00:00,72.5
12/21/2018 16:00:00,70.92
12/24/2018 13:00:00,69
12/26/2018 16:00:00,71.91
12/27/2018 16:00:00,73.07
12/28/2018 16:00:00,72.96
12/31/2018 16:00:00,73.49
1/2/2019 16:00:00,72.21
1/3/2019 16:00:00,70.11
1/4/2019 16:00:00,73.22
1/7/2019 16:00:00,73.07
1/8/2019 16:00:00,73.55
1/9/2019 16:00:00,73.32
1/10/2019 16:00:00,74.38
1/11/2019 16:00:00,74.1
1/14/2019 16:00:00,73.88
1/15/2019 16:00:00,75.04
1/16/2019 16:00:00,72.57
1/17/2019 16:00:00,74.5
1/18/2019 16:00:00,77.82
1/22/2019 16:00:00,78.19
1/23/2019 16:00:00,80.59
1/24/2019 16:00:00,82.79
1/25/2019 16:00:00,85.07
1/28/2019 16:00:00,85.21
1/29/2019 16:00:00,83.63
1/30/2019 16:00:00,84.66
1/31/2019 16:00:00,82.93
2/1/2019 16:00:00,82.92
2/4/2019 16:00:00,84.09
2/5/2019 16:00:00,85.11
2/6/2019 16:00:00,84.61
2/7/2019 16:00:00,84.01
2/8/2019 16:00:00,85.7
2/11/2019 16:00:00,84.56
2/12/2019 16:00:00,84.38
2/13/2019 16:00:00,84.39
2/14/2019 16:00:00,84.35
2/15/2019 16:00:00,85.78
2/19/2019 16:00:00,85.62
2/20/2019 16:00:00,84.73
2/21/2019 16:00:00,84.75
2/22/2019 16:00:00,85.03
2/25/2019 16:00:00,84.24
2/26/2019 16:00:00,84.72
2/27/2019 16:00:00,85.05
2/28/2019 16:00:00,84.69
3/1/2019 16:00:00,86.39
3/4/2019 16:00:00,85.55
3/5/2019 16:00:00,85.61
3/6/2019 16:00:00,85.37
3/7/2019 16:00:00,85.01
3/8/2019 16:00:00,84.88
3/11/2019 16:00:00,86.03
3/12/2019 16:00:00,86.08
3/13/2019 16:00:00,86.08
3/14/2019 16:00:00,85.5
3/15/2019 16:00:00,86.24
3/18/2019 16:00:00,85.09
3/19/2019 16:00:00,84.6
3/20/2019 16:00:00,83.73
3/21/2019 16:00:00,86.07
3/22/2019 16:00:00,85.58
3/25/2019 16:00:00,85.26
3/26/2019 16:00:00,86.93
3/27/2019 16:00:00,87.65
3/28/2019 16:00:00,87.78
3/29/2019 16:00:00,88.28
4/1/2019 16:00:00,89.31
4/2/2019 16:00:00,89.78
4/3/2019 16:00:00,90.64
4/4/2019 16:00:00,90.08
4/5/2019 16:00:00,89.86
4/8/2019 16:00:00,88.33
4/9/2019 16:00:00,88.23
4/10/2019 16:00:00,86.75
4/11/2019 16:00:00,85.54
4/12/2019 16:00:00,86.3
4/15/2019 16:00:00,86.55
4/16/2019 16:00:00,85.01
4/17/2019 16:00:00,85.29
4/18/2019 16:00:00,85.06
4/22/2019 16:00:00,85.73
4/23/2019 16:00:00,87.08
4/24/2019 16:00:00,86.53
4/25/2019 16:00:00,86.3
4/26/2019 16:00:00,85.37
4/29/2019 16:00:00,85.05
4/30/2019 16:00:00,87.24
5/1/2019 16:00:00,85.93
5/2/2019 16:00:00,85.46
5/3/2019 16:00:00,86.74
5/6/2019 16:00:00,87.8
5/7/2019 16:00:00,85.54
5/8/2019 16:00:00,85.42
